%
%	这是工人能力的数据
%
%	2018/6/9

@RELATION trait

@ATTRIBUTE workerid NUMERIC
%标注类型一
@ATTRIBUTE trait_1_1 NUMERIC
@ATTRIBUTE trait_1_2 NUMERIC
@ATTRIBUTE trait_1_3 NUMERIC
@ATTRIBUTE trait_1_4 NUMERIC
@ATTRIBUTE trait_1_5 NUMERIC
@ATTRIBUTE trait_1_6 NUMERIC
@ATTRIBUTE trait_1_7 NUMERIC
@ATTRIBUTE trait_1_8 NUMERIC
@ATTRIBUTE trait_1_9 NUMERIC
@ATTRIBUTE trait_1_10 NUMERIC
@ATTRIBUTE trait_1_11 NUMERIC
@ATTRIBUTE trait_1_12 NUMERIC
@ATTRIBUTE trait_1_13 NUMERIC
@ATTRIBUTE trait_1_14 NUMERIC
@ATTRIBUTE trait_1_15 NUMERIC
@ATTRIBUTE trait_1_16 NUMERIC
@ATTRIBUTE trait_1_17 NUMERIC
@ATTRIBUTE trait_1_18 NUMERIC
@ATTRIBUTE trait_1_19 NUMERIC
@ATTRIBUTE trait_1_20 NUMERIC
@ATTRIBUTE trait_1_21 NUMERIC
@ATTRIBUTE trait_1_22 NUMERIC
@ATTRIBUTE trait_1_23 NUMERIC
@ATTRIBUTE trait_1_24 NUMERIC
@ATTRIBUTE trait_1_25 NUMERIC
@ATTRIBUTE trait_1_26 NUMERIC
@ATTRIBUTE trait_1_27 NUMERIC
@ATTRIBUTE trait_1_28 NUMERIC
@ATTRIBUTE trait_1_29 NUMERIC
@ATTRIBUTE trait_1_30 NUMERIC
%标注类型二
@ATTRIBUTE trait_2_1 NUMERIC
@ATTRIBUTE trait_2_2 NUMERIC
@ATTRIBUTE trait_2_3 NUMERIC
@ATTRIBUTE trait_2_4 NUMERIC
@ATTRIBUTE trait_2_5 NUMERIC
@ATTRIBUTE trait_2_6 NUMERIC
@ATTRIBUTE trait_2_7 NUMERIC
@ATTRIBUTE trait_2_8 NUMERIC
@ATTRIBUTE trait_2_9 NUMERIC
@ATTRIBUTE trait_2_10 NUMERIC
@ATTRIBUTE trait_2_11 NUMERIC
@ATTRIBUTE trait_2_12 NUMERIC
@ATTRIBUTE trait_2_13 NUMERIC
@ATTRIBUTE trait_2_14 NUMERIC
@ATTRIBUTE trait_2_15 NUMERIC
@ATTRIBUTE trait_2_16 NUMERIC
@ATTRIBUTE trait_2_17 NUMERIC
@ATTRIBUTE trait_2_18 NUMERIC
@ATTRIBUTE trait_2_19 NUMERIC
@ATTRIBUTE trait_2_20 NUMERIC
@ATTRIBUTE trait_2_21 NUMERIC
@ATTRIBUTE trait_2_22 NUMERIC
@ATTRIBUTE trait_2_23 NUMERIC
@ATTRIBUTE trait_2_24 NUMERIC
@ATTRIBUTE trait_2_25 NUMERIC
@ATTRIBUTE trait_2_26 NUMERIC
@ATTRIBUTE trait_2_27 NUMERIC
@ATTRIBUTE trait_2_28 NUMERIC
@ATTRIBUTE trait_2_29 NUMERIC
@ATTRIBUTE trait_2_30 NUMERIC
%标注类型三
@ATTRIBUTE trait_3_1 NUMERIC
@ATTRIBUTE trait_3_2 NUMERIC
@ATTRIBUTE trait_3_3 NUMERIC
@ATTRIBUTE trait_3_4 NUMERIC
@ATTRIBUTE trait_3_5 NUMERIC
@ATTRIBUTE trait_3_6 NUMERIC
@ATTRIBUTE trait_3_7 NUMERIC
@ATTRIBUTE trait_3_8 NUMERIC
@ATTRIBUTE trait_3_9 NUMERIC
@ATTRIBUTE trait_3_10 NUMERIC
@ATTRIBUTE trait_3_11 NUMERIC
@ATTRIBUTE trait_3_12 NUMERIC
@ATTRIBUTE trait_3_13 NUMERIC
@ATTRIBUTE trait_3_14 NUMERIC
@ATTRIBUTE trait_3_15 NUMERIC
@ATTRIBUTE trait_3_16 NUMERIC
@ATTRIBUTE trait_3_17 NUMERIC
@ATTRIBUTE trait_3_18 NUMERIC
@ATTRIBUTE trait_3_19 NUMERIC
@ATTRIBUTE trait_3_20 NUMERIC
@ATTRIBUTE trait_3_21 NUMERIC
@ATTRIBUTE trait_3_22 NUMERIC
@ATTRIBUTE trait_3_23 NUMERIC
@ATTRIBUTE trait_3_24 NUMERIC
@ATTRIBUTE trait_3_25 NUMERIC
@ATTRIBUTE trait_3_26 NUMERIC
@ATTRIBUTE trait_3_27 NUMERIC
@ATTRIBUTE trait_3_28 NUMERIC
@ATTRIBUTE trait_3_29 NUMERIC
@ATTRIBUTE trait_3_30 NUMERIC
%标注类型四
@ATTRIBUTE trait_4_1 NUMERIC
@ATTRIBUTE trait_4_2 NUMERIC
@ATTRIBUTE trait_4_3 NUMERIC
@ATTRIBUTE trait_4_4 NUMERIC
@ATTRIBUTE trait_4_5 NUMERIC
@ATTRIBUTE trait_4_6 NUMERIC
@ATTRIBUTE trait_4_7 NUMERIC
@ATTRIBUTE trait_4_8 NUMERIC
@ATTRIBUTE trait_4_9 NUMERIC
@ATTRIBUTE trait_4_10 NUMERIC
@ATTRIBUTE trait_4_11 NUMERIC
@ATTRIBUTE trait_4_12 NUMERIC
@ATTRIBUTE trait_4_13 NUMERIC
@ATTRIBUTE trait_4_14 NUMERIC
@ATTRIBUTE trait_4_15 NUMERIC
@ATTRIBUTE trait_4_16 NUMERIC
@ATTRIBUTE trait_4_17 NUMERIC
@ATTRIBUTE trait_4_18 NUMERIC
@ATTRIBUTE trait_4_19 NUMERIC
@ATTRIBUTE trait_4_20 NUMERIC
@ATTRIBUTE trait_4_21 NUMERIC
@ATTRIBUTE trait_4_22 NUMERIC
@ATTRIBUTE trait_4_23 NUMERIC
@ATTRIBUTE trait_4_24 NUMERIC
@ATTRIBUTE trait_4_25 NUMERIC
@ATTRIBUTE trait_4_26 NUMERIC
@ATTRIBUTE trait_4_27 NUMERIC
@ATTRIBUTE trait_4_28 NUMERIC
@ATTRIBUTE trait_4_29 NUMERIC
@ATTRIBUTE trait_4_30 NUMERIC
%标注类型五
@ATTRIBUTE trait_5_1 NUMERIC
@ATTRIBUTE trait_5_2 NUMERIC
@ATTRIBUTE trait_5_3 NUMERIC
@ATTRIBUTE trait_5_4 NUMERIC
@ATTRIBUTE trait_5_5 NUMERIC
@ATTRIBUTE trait_5_6 NUMERIC
@ATTRIBUTE trait_5_7 NUMERIC
@ATTRIBUTE trait_5_8 NUMERIC
@ATTRIBUTE trait_5_9 NUMERIC
@ATTRIBUTE trait_5_10 NUMERIC
@ATTRIBUTE trait_5_11 NUMERIC
@ATTRIBUTE trait_5_12 NUMERIC
@ATTRIBUTE trait_5_13 NUMERIC
@ATTRIBUTE trait_5_14 NUMERIC
@ATTRIBUTE trait_5_15 NUMERIC
@ATTRIBUTE trait_5_16 NUMERIC
@ATTRIBUTE trait_5_17 NUMERIC
@ATTRIBUTE trait_5_18 NUMERIC
@ATTRIBUTE trait_5_19 NUMERIC
@ATTRIBUTE trait_5_20 NUMERIC
@ATTRIBUTE trait_5_21 NUMERIC
@ATTRIBUTE trait_5_22 NUMERIC
@ATTRIBUTE trait_5_23 NUMERIC
@ATTRIBUTE trait_5_24 NUMERIC
@ATTRIBUTE trait_5_25 NUMERIC
@ATTRIBUTE trait_5_26 NUMERIC
@ATTRIBUTE trait_5_27 NUMERIC
@ATTRIBUTE trait_5_28 NUMERIC
@ATTRIBUTE trait_5_29 NUMERIC
@ATTRIBUTE trait_5_30 NUMERIC



@DATA
100000594,14,0,12,0,0,14,0,0,8,0,0,0,0,0,21,0,0,0,0,0,0,0,7,0,0,17,12,0,14,6,0,0,0,13,6,0,0,0,0,0,11,0,6,0,0,0,0,0,6,0,0,0,15,0,4,5,0,0,0,6,0,13,1,0,0,0,9,0,0,0,0,0,0,6,12,5,15,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,2,5,0,7,2,17,0,14,1,0,13,19,0,0,5,0,0,0,0,6,0,0,3,17,0,4,0,2,0,7,3,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,7,0
100000595,0,0,5,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,17,7,0,3,0,0,16,6,0,3,8,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,13,6,7,3,7,0,23,0,0,0,0,0,5,0,0,0,0,0,13,0
100000596,0,12,0,0,0,0,0,0,2,4,17,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,7,13,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,17,0,0,0,0,0,17,0,0,7,4,18,17,0,0,0,0,0,0,0,0,0,7,0,5,16,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14,0,0,0,4,11,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,18,2,14,0,11,0,0,0,17,0,0,0
100000597,13,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,11,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,10,4,0,13,17,0,0,0,0,0,0,0,0,7,0,15,0,0,4,0,0,0,0,6,0,4,0,0,0,17,22,0,0,0,16,0,6,22,8,0,0,1,0,16,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,5,0,13,0,1,0,0,7,21,0,0,0,0,11,0
100000598,0,0,0,0,15,14,0,0,0,7,0,0,0,13,0,0,0,18,0,0,0,0,14,0,0,18,0,16,0,0,0,0,0,17,0,12,20,22,0,0,0,0,0,11,0,9,0,5,0,0,0,0,16,11,0,0,3,3,11,0,15,6,6,0,16,0,0,0,0,22,0,0,0,0,5,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,7,2,11,0,0,2,0,0,7,0,0,11,12,12,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
100000599,12,0,15,0,13,4,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,0,5,0,4,0,0,0,0,0,0,16,14,0,0,0,13,0,0,15,12,0,0,4,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,24,11,5,0,0,0,0,0,13,0,12,0,4,15,0,12,7,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,15,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,16,0,0,0,17,0,0,0,0,7,0,0
100000600,6,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,6,0,0,0,0,0,0,0,0,0,7,0,13,0,2,0,0,11,0,0,0,3,0,0,0,0,0,12,17,0,0,22,2,17,0,0,0,8,0,13,18,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,5,18,0,0,0,15,0,0,0,0,0,0,0,0,13,13,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,4,16,0,0,0,0,18,0,13,0,0,0,18,0,3,16
100000601,0,0,0,18,5,0,0,19,18,0,12,0,1,0,0,4,11,0,0,0,8,0,14,22,0,19,15,0,11,15,13,0,14,3,0,0,0,0,0,0,4,0,0,16,0,0,0,5,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,14,0,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,7,0,0,0,0,0,11,0,0,0,0,8,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,3,0,5,0,17,0,0,0,0,0,0,16,9,0,11,4,0,0,0,0,0,7,0,6,0
100000602,0,0,0,0,13,0,5,14,13,0,0,0,0,4,16,0,13,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,6,0,5,21,0,15,0,6,0,0,0,0,0,3,0,15,14,12,0,0,0,12,0,0,0,0,16,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,0,0,0,13,7,0,0,16,11,13,0,0,2,5,0,0,0,0,0,16,0,0,0,0,11,0,0,0,3,16,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,21,0,0,0,3,0,0,0,0,8
100000603,0,0,0,7,14,17,8,15,0,9,0,3,20,6,6,2,0,0,4,0,4,7,0,15,17,0,8,0,14,0,8,0,14,0,0,0,0,0,0,0,3,0,0,19,15,0,0,0,0,19,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,8,0,0,0,0,0,6,0,0,0,0,6,16,11,0,0,0,0,0,20,0,0,0,0,0,0,19,0,0,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,12,9,5,12,0,0
100000604,0,0,13,3,0,0,8,0,0,0,17,17,5,0,9,0,18,15,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,8,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,12,8,0,0,0,14,0,0,0,0,1,8,0,10,0,0,0,0,12,0,0,14,6,7,19,13,0,18,0,0,16,3,1,0,0,0,0,0,24,5,0,0,3,1,6,0,0,4,3,4,12,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,15,1,0,4,0,0,0,0,0,0,0,0
100000605,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,19,0,7,0,18,0,0,0,0,3,12,0,0,0,0,16,0,0,0,5,0,1,18,0,11,0,0,13,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,5,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,19,0,2,0,0,0,13,11,7,11,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,13,0,7,0,0,0,0,0,1,0,0,0,5,14,0,0,0,7,0,0
100000606,1,0,0,0,0,0,2,0,0,0,0,0,0,11,8,0,14,0,0,0,0,2,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,11,0,0,0,0,11,0,0,3,0,15,0,0,0,5,6,12,0,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0,19,16,0,0,0,4,16,0,0
100000607,14,0,0,0,16,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,12,0,16,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,4,8,8,1,0,0,0,0,0,0,0,10,0,0,7,0,13,18,0,0,0,0,0,8,0,11,0,0,0,0,12,15,15,0,0,0,11,13,0,0,0,19,0,0,0,0,0,0,0,6,0,0,8,0,0,0,2,0,0,0,0,14,0,0,0,0,0,14,15,0,0,0,0,0,0,0,4,5,0,15,0,1,0,0,0,0,0,0,0,14,3,6,0,12,0,0,0,3,0,0
100000608,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,16,13,0,15,0,0,12,0,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,4,0,0,4,5,0,0,16,0,0,0,0,0,0,16,0,0,5,0,0,0,8,0,0,7,0,0,0,4,6,0,0,5,3,0,0,12,0,0,14,0,6,0,0,0,14,0,20,0,0,20,5,0,0,16,20,0,0,0,0,0,0,0,0,13,0,13,8,6,8,0,0,0,0,0,13,0,0,5,0,6,0,0,6,0,4,0,5,0
100000609,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,12,0,21,0,0,12,0,0,0,1,15,0,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,22,0,0,0,7,0,0,0,0,0,2,4,0,14,0,0,0,13,0,0,12,0,0,0,0,11,0,0,18,0,7,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,15,14,5,0,0,0,12,0,0,0,0,0
100000610,0,0,0,5,0,0,11,0,0,0,12,0,0,0,17,0,17,0,0,0,0,0,0,0,0,13,0,0,0,8,16,9,0,0,0,12,0,0,0,0,7,0,0,0,0,14,0,0,16,0,0,0,0,0,0,8,0,0,0,19,0,0,0,0,0,0,0,0,15,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,18,19,6,0,0,5,1,0,8,0,0,0,0,5,18,0,0,0,0,4,0,0,14,0,0,0,0,12,0,0,9,0,0,0,0,0,12,0,11,0,12,0,7,3,0,0,0,11,0,0,17,0,0
100000611,6,15,0,0,12,17,0,18,0,8,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,0,0,0,13,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,4,0,0,19,0,5,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,9,0,12,0,2,0,8,17,0,1,0,0,0,5,0,0,0,0,0,0,17,0,0,6,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0
100000612,0,0,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,0,0,19,3,0,0,0,11,0,0,0,8,18,0,0,0,13,0,5,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,19,2,0,3,0,0,0,0,0,0,0,6,16,0,1,2,0,0,0,0,0,0,0,21,7,0,23,9,0,6,0,0,0,0,0,0,0,0,0,8,0,0,17,13,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,5,0,0,0,0,0
100000613,0,0,7,12,14,0,7,0,0,0,0,0,3,15,0,0,8,13,6,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,7,0,0,0,0,0,5,8,0,0,17,0,0,0,7,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,1,0,0,18,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
100000614,0,0,0,0,0,0,0,0,0,7,16,3,0,12,8,0,0,7,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,15,0,0,0,6,0,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,15,0,0,23,5,0,0,0,0,0,0,0,0,4,7,0,0,6,0,0,0,0,0,0,5,0,0,0,5,0,15,0,0,0,13,0,0,12,6,0,0,0,17,0,0,0,7,0,0,0,13,14,0,0,0,11,0,0,0,5,0,0,0,6,0,0,0,0,0,0,15,0,6,11,0,0,0,0,0
100000615,0,19,11,0,0,0,16,13,2,11,0,0,0,9,0,8,0,0,0,0,14,0,14,0,0,0,0,0,0,3,0,2,0,0,0,8,12,6,0,2,0,0,0,20,0,0,13,0,0,5,0,15,0,0,0,0,5,0,7,5,0,0,0,18,9,0,10,5,0,4,5,8,0,0,5,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,7,0,6,0,6,0,0,0,14,0,16,16,0,17,0,0,0,0,0,14,12,6,0,6,13,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
100000616,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,9,0,8,0,0,14,0,0,0,0,0,0,0,15,16,19,0,5,14,0,14,0,0,0,13,0,22,0,0,0,4,0,0,0,0,0,0,0,14,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,2,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,3,0,14,13,15,0,0,0,0,0,14,0,0,2,0,0,4,0,0,0,6,14,0
100000617,0,0,0,0,0,0,12,7,0,0,0,0,6,20,0,0,0,0,0,8,7,0,0,0,20,0,6,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,21,0,3,11,0,14,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,15,0,0,19,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,18,0,14,19,1,0,0,0,0,0,0,14,0,0,0,0,0,14,0,17,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,11,2,0,5,0,14,0
100000618,0,17,0,0,8,0,0,0,0,0,0,0,5,0,15,5,0,0,0,0,0,13,0,0,0,0,0,4,0,0,15,0,0,12,0,12,0,0,0,0,0,0,13,0,0,8,0,0,0,0,12,0,0,0,0,0,0,15,0,14,5,0,14,0,0,0,0,0,0,0,0,0,3,4,13,12,0,1,0,0,0,0,0,0,0,0,5,15,0,0,2,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,12,16,7,19,0,9,0,17,0,0,0,7,2,0,0,0,0,8,0,0,0,0,9,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,21,0,0,0,0
100000619,0,0,0,3,6,12,0,6,0,0,0,2,0,0,0,0,0,0,0,0,13,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,5,0,0,0,6,6,0,15,12,0,0,0,0,0,0,0,0,0,2,4,0,0,8,0,13,7,0,0,16,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0,17,18,0,0,11,10,0,6,0,0,0,12,0,17,20,0,0,0,7,11,0,12,0,0,0,5,0,18,0,13,4,0,0,6,0,0,17,0,0,0,0,11,0,0,15,0
100000620,0,0,15,0,0,7,0,7,16,0,1,0,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,12,0,14,15,11,0,1,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,7,0,10,0,5,0,0,0,0,0,0,0,16,12,0,0,19,0,14,0,0,13,17,0,11,0,16,0,1,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,8,12,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0
100000621,0,0,18,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,9,0,0,4,0,0,0,11,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0,9,5,0,0,7,0,2,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,0,7,0,0,0,0,0,10,16,0,0,0,0,3,0,0,0,1,0,0,0,0,11,0,0,0,0,8
100000622,0,0,0,2,0,0,0,0,4,0,15,0,0,12,0,0,0,0,0,16,7,0,6,0,0,0,0,0,4,0,0,17,0,18,0,12,5,0,0,0,0,12,0,6,0,0,0,8,0,0,17,0,0,8,17,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,3,2,0,7,0,0,0,17,0,0,10,19,0,7,0,16,0,18,0,0,0,0,11,0,0,0,0,0,13,4,2,0,12,0,0,0,0
100000623,5,0,8,0,0,0,0,7,0,0,0,0,0,17,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,0,8,0,0,21,1,0,0,0,0,15,13,0,0,0,0,11,17,0,0,20,0,0,11,0,0,0,0,0,0,14,0,0,0,16,20,0,0,0,4,19,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,9,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,16,0,0,0,3,0,0,0,0,0,0,17,0,0,0,21,0,0,0
100000624,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14,0,0,0,0,0,0,1,0,4,0,0,13,15,0,6,13,0,0,0,0,0,18,7,0,0,0,12,0,0,8,0,0,11,0,0,6,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,0,15,0,7,12,0,0,0,15,0,3,0,6,0,0,0,0,0,0,12,0,13,5,0,0,0,21,0,0,0,0,6,0,13
100000625,0,4,14,17,0,16,18,0,0,17,0,0,0,0,4,0,2,0,13,7,1,8,0,0,0,0,0,5,3,0,7,0,0,0,0,0,0,0,6,1,0,0,0,10,18,8,0,0,0,0,5,10,0,11,2,0,0,6,0,0,0,16,0,0,0,7,0,2,0,0,7,2,0,14,0,0,0,15,4,19,0,22,0,0,0,0,0,16,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,13,0,0,5,1,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,14,16,0,0
100000626,0,0,15,8,0,0,12,0,0,16,0,0,0,11,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,2,0,7,0,0,0,6,0,0,0,11,0,0,0,0,0,0,4,11,0,0,0,8,0,0,0,0,12,0,13,0,0,0,11,0,0,22,0,4,15,7,8,2,21,3,0,0,0,6,14,0,8,0,7,0,14,0,13,0,5,16,0,0,0,8,4,18,6,16,0,0,0,3,0,0,0,0,11,3,17,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,6
